session_id,action_type,query,intent,answer,status
42274fde-a608-4aca-9b29-0ec175526324,suggested,New BuyLeads,Search Buy Lead in Indiamart,"To search latest buyleads, please click <a href=""m.indiamart.com/bl/?ref=recent"">here</a>

<a href=""https://help.indiamart.com/knowledge-base/search-buy-lead-in-indiamart/"" target=_blank>Know More</a>",Y
3d8b04c0-f801-4593-be77-2a257e880dd6,typed,ok,,All right!,Y
8d8f59c2-93ee-4b30-b1e4-64607638b10b,typed,BuyLeads,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",Y
137dbbd4-7032-4adb-9dd8-c6a64466bd5b,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
09896ac1-98d8-4cd4-94e2-824ea1c87d37,suggested,My BuyLeads,My BuyLeads,"To know about your buyleads, please:",Y
079846fc-d157-415a-958c-f7406fd9901c,suggested,New BuyLeads,Search Buy Lead in Indiamart,"To search latest buyleads, please click <a href=""m.indiamart.com/bl/?ref=recent"">here</a>

<a href=""https://help.indiamart.com/knowledge-base/search-buy-lead-in-indiamart/"" target=_blank>Know More</a>",Y
a35643f9-7a81-49e2-866b-fc5bcd0f8186,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
f9256b98-8942-434d-b090-3d3ec3c4b2e6,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
6957eb96-f5ec-4358-85b9-281802f87f27,typed,where the menu option,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
d2a5d70f-dc3e-420d-a09e-22884528a515,typed,I need a form to fill,Generate Invoice without GST,"No, GST is mandatory requirement to be able to generate invoice.",N
55dca69b-b046-4ce9-85ad-1059199e55c1,template,buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
c16d83da-ffd9-412d-8a40-e37ceab21a4d,typed,Sir roinet se form bhare hai Bank ka abhi Tak kuch pata nhi chala,Add details of another bank account,"You can add details of only one bank account on your seller panel, in order to collect payment through Pay with IndiaMART. However, you can edit the bank details, if required. Once it is verified by IndiaMART, you will be able to collect payment from your buyers.",NA
7cc9e338-2b7c-45e5-84f4-96acae261a52,template,"*RajaniD*
*Yavatmal*

View our catalog â¬‡ï¸",Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
93ac43de-e7b9-4fbd-87ae-51a6e195160b,typed,This sound system how much price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
b26b0cf8-67a6-426c-9583-4d64a157af34,typed,Whole sale rate,Check seller rating,"Your average rating is visible under below your name on Seller section. Please note rating will start reflecting on your panel only if your buyers have rated you. There is no default rating.

Click <a href=""https://seller.indiamart.com/companyprofile/ratings"" target=""_blank""><b>here</b></a> to view your ratings.",N
6ba86563-9cf9-4cf7-9327-6319dcb5e076,typed,I want to know how much watt out put sound,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
f169194c-e245-4390-8fc4-bce3219000f2,typed,Menu,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
220b4666-d440-481c-8be5-0e49ea1aade0,typed,Which app for install,Modes of Payment Supported by Pay with Indiamart,"Using Pay with IndiaMART, you can collect payment from your buyer through any of these modes of payment.

==>Net Banking
==>Credit Card
==>Debit Card
==>EMI on Credit Card
==>Amex eze click
==>Wallet/Cash Card (Paytm, Freecharge, Mobikwik, itz Cash, ICASH, jioMoney, PayU Money)
==>UPI APP (BHIM UPI, Amzon Pay, PhonePe)

You can receive payment from buyers not just on IndiaMART, buy anywhere.
If a buyer opts for EMI, Buyer can Pay in Easy Installments. But seller will receive full payment instantly in his account.",N
f08b1e30-5c3b-4aea-8697-9315f1bbd7be,typed,Menu,Default Welcome Intent,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
0bc10bcc-126e-44ac-9a79-630015bd374c,template,"Thank you for contacting Naman Narmada. 
Were always there at your service, will respond as soon as possible.",Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
1e32f8f7-2f91-4f66-af58-94521407ad19,typed,I just want u to take action against that woman who shouted and usd foul language  against me . Kindly reply .,Currency unit in product Prices,"No, we accept product prices only in Indian currency. We, therefore, request you to convert the foreign currency prices in INR and add approx. price on your catalog.",N
34e70855-dba5-4d16-bcbd-6968e0dbae35,typed,BuyLeads,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",Y
15f0a627-d05a-47f0-822f-d5391b69e6e7,typed,Meu,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
aa992dca-e75c-401a-8df2-10d7ce002f52,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
d5b13f3a-7aba-413a-be8c-6bcd337bcc0d,typed,Menu,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
c97aafa4-6d3d-4812-9ae7-9975ff9db209,typed,"Good morning
Actually am Stanley chatting from Nigerian country",Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",N
cfcbfa65-e1e9-4859-8d8b-fa9b3ff63928,typed,Like all this types for example,Types of Supplier,"IndiaMART has broadly two types of suppliers listed on its platform.

<b>Paid Suppliers</b>- They are IndiaMART clients who avail our valuable services like a catalog, listing, and PNS (Preferred Number Service) services. Additionally, they get Pay with Indiamart (secure payment gateway of IndiaMART) along with their package.
<b>Free Suppliers</b>- These are suppliers listed on IndiaMART platform with a free catalog page (FCP).

Note: Sellersâ€™ listing depends on the frequency of their buyer responses and their past history of dealing with buyers.

<a href=""https://help.indiamart.com/knowledge-base/types-of-supplier/"" target=_blank>Know More</a>",N
4e6d926f-454c-474e-9bb9-8f51dba71c55,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
fbea842d-6145-48ec-a220-ab4b99b39f17,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
e812e42c-19f4-47cb-99e6-14fc87d43d21,typed,This is for 22.5W,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
54948702-72aa-44d3-8494-a024778221a0,template,Deals in:Tyre Retreading Materials,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
8639b59d-73c2-4dfa-9b0d-e47538bd7788,typed,Menu,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
68a03157-fc26-47d0-b643-a322959c5ead,typed,"Hello, I am interested in Mild Steel Sun-C",Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
a589eaf0-05b5-42f9-8ac8-c906932849db,template,Used to buy Maa Bhada,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,NA
3a5480a7-561c-4421-a419-806e4b895b50,suggested,Add Price Range,Price Range,"Providing price on products helps in the better decision making of the buyer and at the same time it is one of the listing criteria for supplier listings on IndiaMART
We do not accept price range as an input, If the price for your products is dependent on market fluctuations you can provide a tentative price against your productâ€™s  description which could be negotiated with the buyers during the discussion stage",Y
da89eca9-316c-4d5d-9799-0c714ec319bc,typed,5mm 3/16,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
952b7524-196d-4495-83d7-f46208088e62,typed,5mm 3/16 letter punch,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
af818017-d1af-4e72-9277-f7b19fd7cbf3,template,"Thank you for contacting Prashant Pandey..! Please let us know how we can help you.
Regards
zelkova",Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
aeea5657-00ca-4062-a87d-2a91fd866aa1,template,Call me,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
a615ffe1-87b9-4dfa-bd4a-483110b3caf4,typed,"Thank you for contect us ,How can we Help you ðŸ˜‡",Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
788fc367-b60b-477b-9341-bef35493247b,typed,Good bye,View Delete Buy Lead,"Click <b> <a href=""https://m.indiamart.com/buyer/managebl/"" target=""_blank"">here</a></b> to view, update, re-post or delete your buy requirement

<a href=""https://help.indiamart.com/knowledge-base/view-delete-buy-lead/"" target=_blank>Know More</a>",N
fbd6bf65-3fae-4c03-b2a2-db43dfae5752,typed,Hows to buy,Buy Requirement,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/hoNbBeH7OGY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

We will help you discover the sellers who can serve your purpose. We will also send you a list of sellers via SMS & Email.

Please click<a href=""https://my.indiamart.com/buyertools/postbl/?modid=HELPIM"" target=_blank>here</a> to post your requirement.

<a href=""https://help.indiamart.com/knowledge-base/buy-requirement/"" target=_blank>Know More</a>",Y
68b86038-2656-4061-897b-0021846c124d,typed,LOCATION FORWARD,Location Filter,"Please visit <a href=""https://seller.indiamart.com/misc/privacysettings/#tab=locationpreferences"">here</a>.
You can set location preferences in order to receive buyleads mainly from that region. 

<a href=""https://help.indiamart.com/knowledge-base/location-filter/"" target=_blank>Know More</a>",Y
189e42a9-9407-4c8a-87b2-3d41589741d2,typed,Sorry,,Its cool.,Y
70c51924-1a45-4a61-81a8-ad69f9f54f2e,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
11987a2f-681e-46b5-b059-6b3bae97b277,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
feeeab2e-b75f-462c-b2f6-f4c46d422a5c,typed,Demo,faq vyapar,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/hPfNBvRM-Tw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

Please visit <a href=""https://vyaparapp.in/"" target=_blank>https://vyaparapp.in/</a> to download Vyapar App

<a href=""https://help.indiamart.com/knowledge-base/faq-vyapar/"" target=_blank>Know More</a>",N
93eda0f8-a2e6-4c80-9895-c90d7def758f,template,"We need 50 GM 100 GM,250gm ,500gm ,1kg",BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
